VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JHMZC5F11L,Kitsap,Olalla,WA,98359,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,26.0,141818904,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092803
1G1RC6S55H,Kitsap,Bremerton,WA,98311,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23.0,131574061,POINT (-122.6462 47.63132),PUGET SOUND ENERGY INC,53035091500
KNDCE3LG5N,Thurston,Yelm,WA,98597,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,176100060,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532
WA1F2AFY1M,Kitsap,Olalla,WA,98359,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,26.0,142069518,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092803
1G1RB6S50J,Kitsap,Port Orchard,WA,98366,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26.0,339154322,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
JTDKARFP7K,Snohomish,Lynnwood,WA,98036,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1.0,228839138,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932
5YJ3E1EB2K,Snohomish,Mountlake Terrace,WA,98043,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1.0,112628890,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,53061051100
1N4AZ0CP3G,Snohomish,Mountlake Terrace,WA,98043,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1.0,159655366,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,53061051302
5YJXCBE44G,Snohomish,Bothell,WA,98021,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1.0,128480124,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1N4BZ0CP6G,King,Renton,WA,98058,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11.0,348090725,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702
3FA6P0PU3E,Thurston,Olympia,WA,98502,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22.0,162528551,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EA3K,King,Kent,WA,98032,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,33.0,114339249,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029205
5YJ3E1EA5J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1.0,224736634,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1N4BZ0CP5H,Snohomish,Edmonds,WA,98026,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,21.0,196443586,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042003
1N4AZ0CP3E,Thurston,Lacey,WA,98513,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,214725241,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067011622
5YJ3E1EB9J,Chelan,Leavenworth,WA,98826,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,12.0,474583189,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
1G1RD6E43C,Yakima,Yakima,WA,98902,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,14.0,245530253,POINT (-120.52301 46.60138),PACIFICORP,53077000500
1G1RA6E43D,Thurston,Olympia,WA,98506,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22.0,289198318,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
1N4AZ0CP9F,Snohomish,Everett,WA,98204,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38.0,124173059,POINT (-122.25527 47.90456),PUGET SOUND ENERGY INC,53061041907
JTDKN3DPXC,Walla Walla,Walla Walla,WA,99362,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,16.0,197880357,POINT (-118.34261 46.07068),PACIFICORP,53071920901
WBY1Z4C51F,Thurston,Olympia,WA,98516,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,22.0,262318003,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012221
1N4AZ0CP7D,Kitsap,Kingston,WA,98346,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23.0,187831395,POINT (-122.49771 47.79803),PUGET SOUND ENERGY INC,53035090101
1FADP5CU0D,Kitsap,Bremerton,WA,98312,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35.0,103869132,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035080900
5YJ3E1EB4K,Spokane,Spokane,WA,99203,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,6.0,195599337,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
3C3CFFGE7J,Snohomish,Snohomish,WA,98290,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39.0,195562629,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052105
5YJYGDED0M,San Diego,San Diego,CA,92131,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,187492175,POINT (-117.06451 32.90323),,6073017045
5YJ3E1EB3J,Santa Cruz,Santa Cruz,CA,95062,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,,341504929,POINT (-122.01027 36.97542),,6087100900
5YJ3E1EB1N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14.0,186968806,POINT (-120.56916 46.58514),PACIFICORP,53077000904
5YJYGDEE6L,Snohomish,Everett,WA,98208,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44.0,109822835,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,53061041607
WBY8P6C51K,Stevens,Loon Lake,WA,99148,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,7.0,478044206,POINT (-117.63731 48.06288),,53065951301
1G1FY6S04K,Thurston,Tenino,WA,98589,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,20.0,122323190,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
5UXKT0C5XG,Thurston,Olympia,WA,98513,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,2.0,131946881,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067012331
7SAYGDEE8P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22.0,223971506,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200
KNDJX3AE1G,Kitsap,Bremerton,WA,98310,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,23.0,181174927,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,53035080300
3FA6P0PU5G,Snohomish,Mukilteo,WA,98275,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,21.0,127653347,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006
1N4BZ1CPXK,Snohomish,Snohomish,WA,98290,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44.0,3616280,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502
5YJ3E1EA4L,Yakima,Yakima,WA,98902,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,14.0,171097552,POINT (-120.52301 46.60138),PACIFICORP,53077000700
1N4BZ0CPXG,Kitsap,Bremerton,WA,98312,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,35.0,221410255,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035091301
1N4AZ0CP5E,Kitsap,Bremerton,WA,98312,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26.0,285016224,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035081100
1N4AZ1CPXJ,Thurston,Olympia,WA,98501,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22.0,187770901,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010700
5UXTS1C0XM,King,Seattle,WA,98118,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,37.0,137132229,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010302
1N4AZ1CV1N,Island,Greenbank,WA,98253,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,193533168,POINT (-122.56821 48.08844),PUGET SOUND ENERGY INC,53029971301
1G1RA6E4XC,Yakima,Moxee,WA,98936,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,15.0,238951807,POINT (-120.39197 46.55621),PACIFICORP,53077001702
1G1RB6S51H,Thurston,Rainier,WA,98576,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,2.0,167349304,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
5YJ3E1EB9K,Stevens,Valley,WA,99181,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,7.0,230000739,POINT (-117.72555 48.17623),AVISTA CORP,53065951100
5YJ3E1EA1M,Wayne,Goldsboro,NC,27534,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,169173077,POINT (-77.95024 35.37084),,37191000302
1C4JJXR6XN,Yakima,Yakima,WA,98902,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,15.0,203574969,POINT (-120.52301 46.60138),PACIFICORP,53077001100
5YJXCBE26G,Yakima,Selah,WA,98942,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15.0,122670621,POINT (-120.53113 46.65404),PACIFICORP,53077003100
5YJYGDEE7L,Prince George's,Andrews Air Force Base,MD,20762,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,,123782137,POINT (-76.8907 38.81605),,24033801106
5YJ3E1EA8M,Norfolk,Norfolk,VA,23503,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,161659914,POINT (-76.23458 36.93595),,51710000400
3C3CFFGE3G,St. Clair,Mascoutah,IL,62258,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,,153786167,POINT (-89.79939 38.49028),,17163504356
JTDKARFP1H,Bexar,San Antonio,TX,78258,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,,348958067,POINT (-98.52212 29.61445),,48029121904
5YJ3E1EB5J,Skagit,Bow,WA,98232,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40.0,337422347,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057951900
1N4AZ0CP3D,Snohomish,Mill Creek,WA,98012,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,101261898,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004
1G1FX6S06J,Skagit,Mount Vernon,WA,98274,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10.0,250701013,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,53057952700
1G1FZ6S06K,Snohomish,Bothell,WA,98021,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1.0,259418855,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EB4J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1.0,473948870,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
3C3CFFGE9F,King,Kirkland,WA,98033,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,48.0,4574055,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
5YJ3E1EB1K,King,Sammamish,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45.0,477918017,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
7SAYGDEF0N,King,Tukwila,WA,98188,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,207728713,POINT (-122.28879 47.44538),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033028200
1N4BZ0CP5G,Pierce,Gig Harbor,WA,98335,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26.0,155805632,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
KL8CL6S06E,Skagit,Sedro-Woolley,WA,98284,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,39.0,313303224,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951503
5YJYGAEE4M,King,Seattle,WA,98107,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,170848842,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
7SAYGDEE9N,King,Renton,WA,98059,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,185702646,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
WA1LAAGE4N,King,Bellevue,WA,98027,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,202838212,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008
5YJ3E1EB7P,Clark,Vancouver,WA,98683,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17.0,228419068,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310
7SAYGDEE3N,King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,199533925,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905
1N4AZ0CP4E,King,Redmond,WA,98033,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45.0,254384322,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
5YJ3E1EB7M,King,Bothell,WA,98072,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,141973835,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
5YJ3E1EA9J,King,Woodinville,WA,98072,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,133246501,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327
1N4AZ0CP2D,Island,Greenbank,WA,98253,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10.0,204897892,POINT (-122.56821 48.08844),PUGET SOUND ENERGY INC,53029971302
1N4AZ1CP8L,King,Kent,WA,98032,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,33.0,143033404,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029101
1N4AZ1CP7J,King,Shoreline,WA,98155,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,32.0,172832005,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100
7SAYGAEE4N,King,Seattle,WA,98125,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,193827630,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
1N4AZ0CPXD,Snohomish,Lake Stevens,WA,98258,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,243742670,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506
1N4AZ0CP0D,Snohomish,Everett,WA,98208,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,243422196,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,53061041607
5YJ3E1EB3K,King,Seattle,WA,98126,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,34.0,477195967,POINT (-121.97745 47.53433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010701
JTDKARFPXH,King,Woodinville,WA,98072,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,45.0,199926905,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307
1G1FY6S06L,Snohomish,Bothell,WA,98012,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,1.0,122822444,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
1N4AZ0CP9D,King,Seattle,WA,98115,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,46.0,192111391,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003800
JN1AZ0CP7C,Jefferson,Port Hadlock,WA,98339,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,24.0,187669576,POINT (-122.75878 48.03591),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950302
